,coef,std err,t,P>|t|,[0.025,0.975]
DisplayName_Spencer Drango,-1.7739,4.022,-0.441,0.659,-9.656,6.108
DisplayName_Spencer Long,-3.2811,3.158,-1.039,0.299,-9.471,2.909
DisplayName_Spencer Pulley,-5.1898,1.773,-2.928,0.003,-8.664,-1.716
DisplayName_Spencer Ware,-2.5709,2.746,-0.936,0.349,-7.953,2.811
DisplayName_Stacy Coley,-8.0889,4.309,-1.877,0.06,-16.534,0.356
DisplayName_Stacy McGee,7.5532,4.085,1.849,0.064,-0.454,15.56
DisplayName_Star Lotulelei,-2.7423,3.28,-0.836,0.403,-9.172,3.687
DisplayName_Stefan McClure,0.7712,5.468,0.141,0.888,-9.945,11.487
DisplayName_Stefen Wisniewski,-1.6489,2.499,-0.66,0.509,-6.546,3.249
DisplayName_Stefon Diggs,-6.5064,4.904,-1.327,0.185,-16.118,3.105
DisplayName_Stephen Anderson,-5.7946,6.618,-0.876,0.381,-18.767,7.177
DisplayName_Stephen Paea,-9.3641,9.684,-0.967,0.334,-28.345,9.617
DisplayName_Stephen Weatherly,-16.6188,18.024,-0.922,0.357,-51.946,18.708
DisplayName_Stephon Gilmore,-2.9352,2.816,-1.042,0.297,-8.455,2.585
DisplayName_Stephon Tuitt,-5.2747,7.508,-0.703,0.482,-19.989,9.44
DisplayName_Stephone Anthony,0.4749,6.907,0.069,0.945,-13.062,14.012
DisplayName_Sterling Moore,-1.3567,3.156,-0.43,0.667,-7.541,4.828
DisplayName_Sterling Shepard,-3.2837,3.003,-1.093,0.274,-9.17,2.602
DisplayName_Stevan Ridley,-4.7603,3.264,-1.458,0.145,-11.158,1.637
DisplayName_Steve Longa,1.7129,6.293,0.272,0.785,-10.621,14.046
DisplayName_Steve McLendon,-2.8847,1.594,-1.81,0.07,-6.009,0.239
DisplayName_Steven Means,-16.1097,18.424,-0.874,0.382,-52.219,20.0
DisplayName_Steven Nelson,-3.7508,1.478,-2.538,0.011,-6.648,-0.854
DisplayName_Steven Terrell,0.556,3.423,0.162,0.871,-6.153,7.265
DisplayName_Su'a Cravens,4.5134,9.523,0.474,0.636,-14.151,23.178
DisplayName_Sylvester Williams,0.9717,0.847,1.147,0.252,-0.689,2.632
DisplayName_T.J. Carrie,-1.4945,3.418,-0.437,0.662,-8.194,5.205
DisplayName_T.J. Clemmings,-4.2849,2.923,-1.466,0.143,-10.014,1.444
DisplayName_T.J. Green,2.5954,6.67,0.389,0.697,-10.477,15.668
DisplayName_T.J. Johnson,-9.728,4.199,-2.317,0.021,-17.957,-1.499
DisplayName_T.J. Jones,-8.2047,5.16,-1.59,0.112,-18.317,1.908
DisplayName_T.J. Lang,-0.4186,0.504,-0.83,0.407,-1.407,0.57
DisplayName_T.J. Logan,-16.0823,10.431,-1.542,0.123,-36.527,4.363
DisplayName_T.J. McDonald,3.8869,6.739,0.577,0.564,-9.322,17.095
DisplayName_T.J. Ward,1.2759,3.301,0.386,0.699,-5.195,7.747
DisplayName_T.J. Watt,2.5309,8.65,0.293,0.77,-14.424,19.486
DisplayName_T.J. Yates,-1.2493,2.586,-0.483,0.629,-6.317,3.819
DisplayName_T.J. Yeldon,-4.1831,2.657,-1.574,0.115,-9.391,1.024
DisplayName_T.Y. Hilton,-8.5652,6.948,-1.233,0.218,-22.182,5.052
DisplayName_T.Y. McGill,-7.3797,8.49,-0.869,0.385,-24.019,9.26
DisplayName_Taco Charlton,-15.357,16.715,-0.919,0.358,-48.117,17.403
DisplayName_Tae Davis,-4.8266,2.047,-2.357,0.018,-8.839,-0.814
DisplayName_Tahir Whitehead,0.7537,5.897,0.128,0.898,-10.804,12.311
DisplayName_Taiwan Jones,-13.3553,11.418,-1.17,0.242,-35.734,9.023
DisplayName_Tajae Sharpe,-6.8398,4.166,-1.642,0.101,-15.005,1.325
DisplayName_Takkarist McKinley,-14.6825,17.774,-0.826,0.409,-49.519,20.154
DisplayName_Tamba Hali,10.6424,15.206,0.7,0.484,-19.16,40.445
DisplayName_Tani Tupou,-16.8108,13.49,-1.246,0.213,-43.252,9.63
DisplayName_Tank Carradine,-14.8591,16.54,-0.898,0.369,-47.276,17.558
DisplayName_Tanner Gentry,-1.8213,2.146,-0.849,0.396,-6.028,2.385
DisplayName_Tanner McEvoy,0.4121,6.35,0.065,0.948,-12.034,12.858
DisplayName_Tanner Vallejo,-3.8374,2.788,-1.376,0.169,-9.302,1.628
DisplayName_Tanoh Kpassagnon,-9.6941,11.507,-0.842,0.4,-32.248,12.859
DisplayName_Tanzel Smart,-8.5256,9.646,-0.884,0.377,-27.432,10.381
DisplayName_Taquan Mizzell,-8.7836,6.629,-1.325,0.185,-21.777,4.21
DisplayName_Tarell Basham,6.2977,12.543,0.502,0.616,-18.286,30.881
DisplayName_Tarik Cohen,-10.2127,10.264,-0.995,0.32,-30.331,9.905
DisplayName_Taron Johnson,-4.0095,1.545,-2.595,0.009,-7.037,-0.982
DisplayName_Tarvarius Moore,-1.1703,3.521,-0.332,0.74,-8.071,5.73
DisplayName_Tashaun Gipson,2.6552,6.01,0.442,0.659,-9.125,14.435
DisplayName_Tashawn Bower,-20.8457,22.296,-0.935,0.35,-64.546,22.854
DisplayName_Tavarres King,-7.7872,4.677,-1.665,0.096,-16.953,1.379
DisplayName_Taven Bryan,-11.9481,11.117,-1.075,0.282,-33.736,9.84
DisplayName_Tavierre Thomas,-2.4039,4.46,-0.539,0.59,-11.146,6.338
DisplayName_Tavon Austin,-8.5003,8.001,-1.062,0.288,-24.182,7.182
DisplayName_Tavon Wilson,1.994,5.035,0.396,0.692,-7.875,11.863
DisplayName_Tavon Young,-6.4896,2.643,-2.456,0.014,-11.669,-1.31
DisplayName_Taylor Decker,-1.7511,4.647,-0.377,0.706,-10.858,7.356
DisplayName_Taylor Gabriel,-11.8244,11.16,-1.06,0.289,-33.697,10.048
DisplayName_Taylor Heinicke,-2.6102,4.38,-0.596,0.551,-11.196,5.975
DisplayName_Taylor Lewan,-3.9471,2.641,-1.495,0.135,-9.123,1.228
DisplayName_Taylor Moton,2.1599,6.692,0.323,0.747,-10.956,15.276
DisplayName_Taylor Stallworth,-7.0112,6.932,-1.011,0.312,-20.597,6.574
DisplayName_Taysom Hill,-0.0231,1.433,-0.016,0.987,-2.832,2.786
DisplayName_Taywan Taylor,-2.4126,2.646,-0.912,0.362,-7.599,2.773
DisplayName_Ted Ginn,-8.5944,7.76,-1.108,0.268,-23.803,6.614
DisplayName_Ted Karras,-6.2143,2.074,-2.996,0.003,-10.279,-2.149
DisplayName_Ted Larsen,-0.1472,4.685,-0.031,0.975,-9.33,9.035
DisplayName_Teddy Bridgewater,-0.2485,3.113,-0.08,0.936,-6.349,5.852
DisplayName_Tedric Thompson,1.2211,3.998,0.305,0.76,-6.615,9.058
DisplayName_Teez Tabor,-2.0086,2.71,-0.741,0.459,-7.321,3.303
DisplayName_Telvin Smith,-7.9976,2.579,-3.101,0.002,-13.052,-2.943
DisplayName_Temarrick Hemingway,-9.875e-15,8e-15,-1.235,0.217,-2.55e-14,5.8e-15
DisplayName_Tenny Palepoi,-7.48,8.819,-0.848,0.396,-24.764,9.804
DisplayName_Terence Garvin,0.0984,6.026,0.016,0.987,-11.713,11.91
DisplayName_Terence Newman,-3.2779,2.118,-1.548,0.122,-7.429,0.873
DisplayName_Terrance Mitchell,-5.2178,1.591,-3.28,0.001,-8.335,-2.1
DisplayName_Terrance Smith,-1.5563,4.357,-0.357,0.721,-10.096,6.983
DisplayName_Terrance West,-3.5987,2.742,-1.313,0.189,-8.972,1.775
DisplayName_Terrance Williams,-2.1401,2.146,-0.997,0.319,-6.347,2.067
DisplayName_Terrell Edmunds,3.6943,7.393,0.5,0.617,-10.796,18.185
DisplayName_Terrell McClain,-7.0489,7.747,-0.91,0.363,-22.232,8.134
DisplayName_Terrell Suggs,5.9204,12.342,0.48,0.631,-18.269,30.11
DisplayName_Terrell Watson,-1.1178,5.135,-0.218,0.828,-11.183,8.947
DisplayName_Terrelle Pryor,2.0872,5.977,0.349,0.727,-9.628,13.802
DisplayName_Terrence Brooks,2.542,4.559,0.558,0.577,-6.393,11.477
DisplayName_Terrence Fede,-14.6596,17.386,-0.843,0.399,-48.735,19.416
DisplayName_Terron Armstead,-4.2754,2.176,-1.964,0.049,-8.541,-0.01
DisplayName_Terron Ward,-7.3214,7.715,-0.949,0.343,-22.442,7.8
DisplayName_Tevin Coleman,-7.9154,5.536,-1.43,0.153,-18.765,2.934
DisplayName_Theo Riddick,-9.5197,7.697,-1.237,0.216,-24.606,5.566
DisplayName_Thomas Davis,-1.4719,4.335,-0.34,0.734,-9.969,7.025
DisplayName_Thomas Rawls,-6.003,4.273,-1.405,0.16,-14.377,2.372
DisplayName_Tim Lelito,-4.8725,4.254,-1.145,0.252,-13.21,3.465
DisplayName_Tim Patrick,-2.8416,2.162,-1.314,0.189,-7.079,1.396
DisplayName_Tim Settle,-0.228,2.304,-0.099,0.921,-4.744,4.288
DisplayName_Tim White,-10.1235,9.044,-1.119,0.263,-27.849,7.602
DisplayName_Tim Williams,0.9213,8.775,0.105,0.916,-16.278,18.12
DisplayName_Timmy Jernigan,-10.0053,9.719,-1.029,0.303,-29.055,9.044
DisplayName_Timon Parris,0.7321,5.852,0.125,0.9,-10.738,12.202
DisplayName_Tion Green,-5.1746,3.324,-1.557,0.12,-11.69,1.341
DisplayName_Todd Davis,-2.6204,3.073,-0.853,0.394,-8.644,3.404
DisplayName_Todd Gurley,-4.1132,2.471,-1.665,0.096,-8.956,0.73
DisplayName_Tom Brady,-0.3418,0.417,-0.82,0.412,-1.159,0.475
DisplayName_Tom Compton,-0.9622,0.765,-1.258,0.209,-2.462,0.537
DisplayName_Tom Johnson,-12.3138,11.765,-1.047,0.295,-35.373,10.746
DisplayName_Tom Savage,1.5842,1.398,1.133,0.257,-1.156,4.324
DisplayName_Tommy Bohanon,-1.3849,1.421,-0.975,0.33,-4.169,1.399
DisplayName_Tommylee Lewis,-8.738,10.92,-0.8,0.424,-30.14,12.664
DisplayName_Tony Bergstrom,-2.3225,1.337,-1.737,0.082,-4.944,0.299
DisplayName_Tony Brown,-1.9491,3.367,-0.579,0.563,-8.548,4.649
DisplayName_Tony Jefferson,2.8212,5.967,0.473,0.636,-8.875,14.517
DisplayName_Tony Lippett,-11.7249,6.509,-1.801,0.072,-24.481,1.032
DisplayName_Tony McDaniel,-6.6256,7.458,-0.888,0.374,-21.243,7.991
DisplayName_Tony McRae,-6.53,2.969,-2.199,0.028,-12.35,-0.71
DisplayName_Torrey Smith,-1.5101,2.333,-0.647,0.517,-6.082,3.062
DisplayName_Torry McTyer,-5.6811,1.981,-2.868,0.004,-9.564,-1.799
DisplayName_Tra Carson,0.2738,4.029,0.068,0.946,-7.623,8.171
DisplayName_Tracy Walker,0.7609,5.829,0.131,0.896,-10.664,12.185
DisplayName_Trae Elston,1.844,3.932,0.469,0.639,-5.863,9.551
DisplayName_Trae Waynes,-5.9548,1.564,-3.807,0.0,-9.02,-2.889
DisplayName_Trai Turner,1.1713,0.651,1.798,0.072,-0.106,2.448
DisplayName_Tramaine Brock,-6.0957,1.969,-3.096,0.002,-9.955,-2.236
DisplayName_Tramon Williams,-4.7997,1.415,-3.392,0.001,-7.573,-2.026
DisplayName_Travaris Cadet,-9.3928,5.653,-1.662,0.097,-20.472,1.687
DisplayName_Travis Benjamin,-10.3921,9.076,-1.145,0.252,-28.181,7.397
DisplayName_Travis Frederick,-1.0996,3.778,-0.291,0.771,-8.505,6.306
DisplayName_Travis Kelce,2.1319,2.016,1.058,0.29,-1.819,6.083
DisplayName_Travis Rudolph,-7.4088,5.959,-1.243,0.214,-19.088,4.271
DisplayName_Travis Swanson,-6.8498,2.093,-3.272,0.001,-10.953,-2.747
DisplayName_Tre Boston,1.6092,4.125,0.39,0.696,-6.476,9.694
DisplayName_Tre Flowers,-2.4377,2.96,-0.823,0.41,-8.24,3.364
DisplayName_Tre Herndon,-7.5852,3.124,-2.428,0.015,-13.708,-1.462
DisplayName_Tre Madden,-5.1997,4.431,-1.174,0.241,-13.884,3.484
DisplayName_Tre McBride,-1.4448,2.623,-0.551,0.582,-6.585,3.696
DisplayName_Tre Sullivan,-1.3539,3.872,-0.35,0.727,-8.943,6.236
DisplayName_Tre'Davious White,-4.3786,1.417,-3.09,0.002,-7.156,-1.601
DisplayName_Tre'Quan Smith,-2.3512,2.139,-1.099,0.272,-6.543,1.84
DisplayName_Tre'Von Johnson,-3.6315,7.344,-0.494,0.621,-18.026,10.763
DisplayName_Tremaine Edmunds,1.7246,8.029,0.215,0.83,-14.011,17.461
DisplayName_Tremon Smith,-6.716,5.29,-1.27,0.204,-17.084,3.652
DisplayName_Trent Brown,15.6444,21.641,0.723,0.47,-26.771,58.06
DisplayName_Trent Murphy,-17.4785,19.801,-0.883,0.377,-56.288,21.331
DisplayName_Trent Scott,-2.9348,5.944,-0.494,0.622,-14.586,8.716
DisplayName_Trent Sherfield,-0.8767,4.099,-0.214,0.831,-8.911,7.158
DisplayName_Trent Taylor,-8.6036,7.743,-1.111,0.267,-23.779,6.572
DisplayName_Trent Williams,-0.3445,5.357,-0.064,0.949,-10.844,10.155
DisplayName_Trenton Cannon,-15.8174,12.193,-1.297,0.195,-39.715,8.08
DisplayName_Trenton Scott,-0.6016,5.436,-0.111,0.912,-11.255,10.052
DisplayName_Treston Decoud,-0.6137,4.548,-0.135,0.893,-9.528,8.301
DisplayName_Trevon Coley,-4.7549,5.438,-0.874,0.382,-15.414,5.904
DisplayName_Trevon Young,3.5758,11.198,0.319,0.749,-18.372,25.524
DisplayName_Trevor Bates,1.8761,9.407,0.199,0.842,-16.562,20.314
DisplayName_Trevor Davis,-7.7205,5.874,-1.314,0.189,-19.233,3.792
DisplayName_Trevor Reilly,-3.2316,5.458,-0.592,0.554,-13.928,7.465
DisplayName_Trevor Siemian,-0.8057,1.589,-0.507,0.612,-3.919,2.308
DisplayName_Trevor Williams,-4.5188,1.485,-3.043,0.002,-7.429,-1.608
DisplayName_Trey Burton,-2.9547,4.363,-0.677,0.498,-11.506,5.596
DisplayName_Trey Edmunds,-0.6602,3.864,-0.171,0.864,-8.234,6.913
DisplayName_Trey Flowers,-15.1391,17.77,-0.852,0.394,-49.968,19.689
DisplayName_Trey Hendrickson,-13.1543,16.541,-0.795,0.426,-45.574,19.265
DisplayName_Trey Hopkins,1.166,0.85,1.371,0.17,-0.5,2.832
DisplayName_Trey Quinn,-4.8408,2.917,-1.66,0.097,-10.557,0.876
DisplayName_Trey Walker,1.736e-15,7.72e-15,0.225,0.822,-1.34e-14,1.69e-14
DisplayName_Treyvon Hester,-6.5325,7.19,-0.908,0.364,-20.626,7.561
DisplayName_Troy Hill,-7.3723,2.804,-2.629,0.009,-12.868,-1.876
DisplayName_Troy Niklas,4.1451,4.617,0.898,0.369,-4.905,13.195
DisplayName_Trumaine Johnson,0.2297,5.659,0.041,0.968,-10.862,11.322
DisplayName_Ty Montgomery,-5.3741,4.043,-1.329,0.184,-13.298,2.55
DisplayName_Ty Nsekhe,1.0773,7.743,0.139,0.889,-14.1,16.254
DisplayName_Ty Sambrailo,-0.2671,4.132,-0.065,0.948,-8.366,7.832
DisplayName_Tye Smith,-4.6925,1.762,-2.663,0.008,-8.146,-1.239
DisplayName_Tyeler Davison,-5.1221,5.789,-0.885,0.376,-16.469,6.224
DisplayName_Tyler Boyd,-4.4613,2.276,-1.96,0.05,-8.922,-0.0
DisplayName_Tyler Bray,-5.2344,4.613,-1.135,0.256,-14.275,3.807
DisplayName_Tyler Catalina,-1.0356,1.06,-0.977,0.328,-3.112,1.041
DisplayName_Tyler Conklin,1.1366,1.454,0.782,0.434,-1.713,3.986
DisplayName_Tyler Eifert,0.2828,1.312,0.216,0.829,-2.288,2.854
DisplayName_Tyler Ervin,-14.637,12.133,-1.206,0.228,-38.417,9.143
DisplayName_Tyler Higbee,0.5552,1.242,0.447,0.655,-1.879,2.99
DisplayName_Tyler Kroft,-1.4767,1.491,-0.99,0.322,-4.399,1.445
DisplayName_Tyler Lancaster,-4.3298,4.228,-1.024,0.306,-12.616,3.956
DisplayName_Tyler Larsen,-0.3333,5.086,-0.066,0.948,-10.302,9.636
DisplayName_Tyler Lockett,-8.3505,7.207,-1.159,0.247,-22.476,5.775
DisplayName_Tyler Marz,-1.8748,4.305,-0.436,0.663,-10.311,6.562
DisplayName_Tyler Matakevich,-1.2975,4.458,-0.291,0.771,-10.036,7.441
DisplayName_Tyler Patmon,-5.0123,2.074,-2.417,0.016,-9.077,-0.948
DisplayName_Tyler Shatley,-3.8472,2.024,-1.901,0.057,-7.813,0.119
DisplayName_Tyquan Lewis,-15.7127,14.87,-1.057,0.291,-44.858,13.433
DisplayName_Tyrann Mathieu,-2.1557,1.963,-1.098,0.272,-6.003,1.691
DisplayName_Tyreek Burwell,-3.8596,6.742,-0.572,0.567,-17.073,9.354
DisplayName_Tyreek Hill,-7.4039,6.433,-1.151,0.25,-20.012,5.204
DisplayName_Tyrell Adams,-3.4797,2.767,-1.257,0.209,-8.903,1.944
DisplayName_Tyrell Crosby,-3.1802,3.208,-0.991,0.322,-9.468,3.108
DisplayName_Tyrell Williams,-4.2662,1.862,-2.292,0.022,-7.915,-0.617
DisplayName_Tyrique Jarrett,1.0778,4.825,0.223,0.823,-8.379,10.535
DisplayName_Tyrod Taylor,-2.6885,2.82,-0.953,0.34,-8.216,2.839
DisplayName_Tyron Smith,0.4316,5.355,0.081,0.936,-10.065,10.928
DisplayName_Tyrone Crawford,-8.188,10.945,-0.748,0.454,-29.64,13.264
DisplayName_Tyrone Holmes,-19.4469,22.662,-0.858,0.391,-63.863,24.969
DisplayName_Tyrone Swoopes,2.5057,2.345,1.069,0.285,-2.09,7.102
DisplayName_Tyrunn Walker,-4.9849,5.596,-0.891,0.373,-15.953,5.983
DisplayName_Tyson Alualu,-3.7877,7.011,-0.54,0.589,-17.529,9.954
DisplayName_Tyus Bowser,-1.6318,5.518,-0.296,0.767,-12.447,9.183
DisplayName_Tyvis Powell,1.1501,5.986,0.192,0.848,-10.583,12.883
DisplayName_Tyvon Branch,2.4527,5.58,0.44,0.66,-8.484,13.39
DisplayName_Uchenna Nwosu,1.9693,8.574,0.23,0.818,-14.836,18.774
DisplayName_Ufomba Kamalu,-4.9868,9.752,-0.511,0.609,-24.101,14.127
DisplayName_Ukeme Eligwe,-1.5539,5.414,-0.287,0.774,-12.165,9.058
DisplayName_Ulrick John,-2.1398,3.995,-0.536,0.592,-9.971,5.691
DisplayName_Vadal Alexander,0.7691,6.975,0.11,0.912,-12.902,14.441
DisplayName_Vance McDonald,5.2756,4.011,1.315,0.188,-2.585,13.136
DisplayName_Vernon Butler,0.9027,0.651,1.386,0.166,-0.374,2.179
DisplayName_Vernon Davis,-0.858,1.844,-0.465,0.642,-4.472,2.756
DisplayName_Vernon Hargreaves,-0.604,3.701,-0.163,0.87,-7.859,6.651
DisplayName_Vic Beasley,0.5248,7.086,0.074,0.941,-13.363,14.412
DisplayName_Victor Bolden,-8.8086,8.314,-1.059,0.289,-25.105,7.487
DisplayName_Vince Biegel,0.7935,7.133,0.111,0.911,-13.186,14.773
DisplayName_Vince Mayle,13.9851,11.608,1.205,0.228,-8.767,36.737
DisplayName_Vince Williams,-1.6111,3.823,-0.421,0.673,-9.104,5.881
DisplayName_Vincent Rey,0.9043,5.739,0.158,0.875,-10.343,12.152
DisplayName_Vincent Taylor,-4.0154,5.311,-0.756,0.45,-14.425,6.394
DisplayName_Vincent Valentine,5.7102,1.553,3.677,0.0,2.666,8.754
DisplayName_Vinny Curry,-10.948,13.929,-0.786,0.432,-38.248,16.352
DisplayName_Vinston Painter,-1.3501,6.687,-0.202,0.84,-14.457,11.757
DisplayName_Virgil Green,0.8113,1.001,0.811,0.417,-1.15,2.772
DisplayName_Vita Vea,4.3119,4.837,0.891,0.373,-5.169,13.793
DisplayName_Vladimir Ducasse,4.0252,4.159,0.968,0.333,-4.127,12.178
DisplayName_Von Miller,1.7899,8.167,0.219,0.827,-14.217,17.797
DisplayName_Vonn Bell,1.3425,4.366,0.308,0.758,-7.214,9.899
DisplayName_Vontae Davis,0.8867,4.355,0.204,0.839,-7.648,9.422
DisplayName_Vontarrius Dora,-14.347,20.492,-0.7,0.484,-54.511,25.817
DisplayName_Vontaze Burfict,4.5948,9.731,0.472,0.637,-14.477,23.667
DisplayName_Vyncint Smith,-5.8866,2.608,-2.257,0.024,-10.997,-0.776
DisplayName_Walt Aikens,-6.3347,3.063,-2.068,0.039,-12.337,-0.332
DisplayName_Wayne Gallman,-8.2395,5.487,-1.502,0.133,-18.994,2.515
DisplayName_Wendell Smallwood,-7.9415,5.916,-1.342,0.179,-19.536,3.653
DisplayName_Wes Horton,-15.6415,18.007,-0.869,0.385,-50.934,19.651
DisplayName_Wes Schweitzer,0.3251,0.391,0.832,0.405,-0.441,1.091
DisplayName_Wesley Johnson,-7.0419,1.964,-3.586,0.0,-10.891,-3.193
DisplayName_Wesley Woodyard,-1.4473,3.922,-0.369,0.712,-9.135,6.24
DisplayName_Weston Richburg,-10.2819,5.424,-1.895,0.058,-20.914,0.35
DisplayName_Whitney Mercilus,3.8157,10.31,0.37,0.711,-16.393,24.024
DisplayName_Will Beatty,-1.3371,5.539,-0.241,0.809,-12.194,9.52
DisplayName_Will Clapp,-2.9454,2.088,-1.411,0.158,-7.038,1.147
DisplayName_Will Clarke,-12.3799,15.313,-0.808,0.419,-42.393,17.633
DisplayName_Will Compton,-1.0857,4.367,-0.249,0.804,-9.644,7.473
DisplayName_Will Dissly,4.2171,4.103,1.028,0.304,-3.824,12.258
DisplayName_Will Fuller,-8.1701,6.713,-1.217,0.224,-21.327,4.987
DisplayName_Will Hernandez,4.2957,3.798,1.131,0.258,-3.149,11.741
DisplayName_Will Holden,3.1279,4.328,0.723,0.47,-5.355,11.611
DisplayName_Will Parks,-2.6598,1.724,-1.543,0.123,-6.039,0.72
DisplayName_Will Tye,2.1326,2.756,0.774,0.439,-3.27,7.535
DisplayName_William Gay,-1.9379,3.308,-0.586,0.558,-8.421,4.545
DisplayName_William Gholston,-11.0714,13.625,-0.813,0.416,-37.775,15.632
DisplayName_William Hayes,-15.1348,17.855,-0.848,0.397,-50.129,19.86
DisplayName_William Jackson,-3.6996,1.607,-2.302,0.021,-6.849,-0.55
DisplayName_Willie Henry,-12.1335,11.772,-1.031,0.303,-35.205,10.938
DisplayName_Willie Snead,-1.8054,2.511,-0.719,0.472,-6.726,3.115
DisplayName_Willie Young,4.6039,10.362,0.444,0.657,-15.705,24.913
DisplayName_Wyatt Teller,-0.0707,0.644,-0.11,0.913,-1.333,1.192
DisplayName_Xavien Howard,-2.5952,2.326,-1.116,0.265,-7.154,1.963
DisplayName_Xavier Cooper,-8.9197,8.489,-1.051,0.293,-25.558,7.718
DisplayName_Xavier Grimble,2.7626,2.443,1.131,0.258,-2.025,7.55
DisplayName_Xavier Rhodes,1.6776,7.124,0.235,0.814,-12.285,15.64
DisplayName_Xavier Su'a-Filo,-0.2584,1.18,-0.219,0.827,-2.572,2.055
DisplayName_Xavier Williams,-4.7849,5.792,-0.826,0.409,-16.136,6.567
DisplayName_Xavier Woods,0.4907,3.596,0.136,0.891,-6.558,7.539
DisplayName_Xavier Woodson-Luster,-6.9945,2.32,-3.015,0.003,-11.542,-2.447
DisplayName_Yannick Ngakoue,-20.208,23.103,-0.875,0.382,-65.489,25.073
DisplayName_Za'Darius Smith,7.3597,14.213,0.518,0.605,-20.497,35.216
DisplayName_Zac Kerin,-3.0099,3.237,-0.93,0.352,-9.354,3.334
DisplayName_Zach Banner,8.8238,15.914,0.554,0.579,-22.368,40.016
DisplayName_Zach Brown,3.3887,8.631,0.393,0.695,-13.528,20.306
DisplayName_Zach Cunningham,-1.1652,4.933,-0.236,0.813,-10.834,8.503
DisplayName_Zach Ertz,-0.6295,1.398,-0.45,0.653,-3.37,2.111
DisplayName_Zach Fulton,1.7685,1.924,0.919,0.358,-2.003,5.54
DisplayName_Zach Kerr,5.2788,5.348,0.987,0.324,-5.204,15.762
DisplayName_Zach Line,-4.0907,5.03,-0.813,0.416,-13.949,5.768
DisplayName_Zach Miller,-0.8432,2.691,-0.313,0.754,-6.117,4.431
DisplayName_Zach Moore,-11.527,15.324,-0.752,0.452,-41.562,18.508
DisplayName_Zach Pascal,-0.4572,2.787,-0.164,0.87,-5.919,5.004
DisplayName_Zach Sieler,-5.7901,11.921,-0.486,0.627,-29.156,17.576
DisplayName_Zach Sterup,-0.8488,5.878,-0.144,0.885,-12.37,10.672
DisplayName_Zach Strief,-1.0326,5.326,-0.194,0.846,-11.471,9.405
DisplayName_Zach Vigil,-0.2298,5.025,-0.046,0.964,-10.078,9.619
DisplayName_Zach Zenner,-3.8741,3.023,-1.282,0.2,-9.799,2.051
DisplayName_Zack Martin,0.9235,0.457,2.022,0.043,0.029,1.818
DisplayName_Zaire Anderson,-5.9854,2.067,-2.896,0.004,-10.036,-1.934
DisplayName_Zaire Franklin,-1.5424,4.754,-0.324,0.746,-10.861,7.776
DisplayName_Zane Beadles,-2.0918,2.582,-0.81,0.418,-7.152,2.968
DisplayName_Zay Jones,-5.5262,2.775,-1.991,0.046,-10.966,-0.087
DisplayName_Zeke Turner,-8.3677,3.314,-2.525,0.012,-14.863,-1.872
DisplayName_Ziggy Hood,-3.6099,2.976,-1.213,0.225,-9.442,2.223
PossessionTeam_Home,-0.1678,0.204,-0.822,0.411,-0.568,0.232
FieldPosition_Home,-0.0114,0.022,-0.525,0.599,-0.054,0.031
OffenseFormation_I_FORM,-0.9025,0.327,-2.761,0.006,-1.543,-0.262
OffenseFormation_JUMBO,-0.8137,0.344,-2.363,0.018,-1.489,-0.139
OffenseFormation_PISTOL,-0.8444,0.332,-2.547,0.011,-1.494,-0.195
OffenseFormation_SHOTGUN,-0.8942,0.326,-2.747,0.006,-1.532,-0.256
OffenseFormation_SINGLEBACK,-0.7064,0.325,-2.171,0.03,-1.344,-0.069
OffenseFormation_WILDCAT,-0.8402,0.383,-2.192,0.028,-1.592,-0.089
"OffensePersonnel_0 RB, 1 TE, 4 WR",2.3183,1.07,2.167,0.03,0.222,4.415
"OffensePersonnel_0 RB, 2 TE, 3 WR",3.1227,1.259,2.48,0.013,0.655,5.591
"OffensePersonnel_0 RB, 3 TE, 2 WR",-1.8715,1.373,-1.363,0.173,-4.562,0.819
"OffensePersonnel_1 RB, 0 TE, 3 WR,1 DB",12.1542,1.379,8.814,0.0,9.451,14.857
"OffensePersonnel_1 RB, 0 TE, 4 WR",4.0091,1.068,3.753,0.0,1.915,6.103
"OffensePersonnel_1 RB, 1 TE, 2 WR,1 DB",7.8913,1.162,6.791,0.0,5.614,10.169
"OffensePersonnel_1 RB, 1 TE, 2 WR,1 DL",2.7489,1.091,2.52,0.012,0.611,4.887
"OffensePersonnel_1 RB, 1 TE, 2 WR,1 LB",3.6071,1.501,2.403,0.016,0.665,6.549
"OffensePersonnel_1 RB, 1 TE, 3 WR",3.5537,1.055,3.367,0.001,1.485,5.622
"OffensePersonnel_1 RB, 2 TE, 1 WR,1 DB",4.1483,1.369,3.031,0.002,1.466,6.831
"OffensePersonnel_1 RB, 2 TE, 1 WR,1 DL",4.305,1.065,4.041,0.0,2.217,6.393
"OffensePersonnel_1 RB, 2 TE, 1 WR,1 LB",6.8293,1.169,5.843,0.0,4.538,9.12
"OffensePersonnel_1 RB, 2 TE, 2 WR",3.5308,1.056,3.344,0.001,1.461,5.6
"OffensePersonnel_1 RB, 2 TE, 3 WR",1.8184,2.061,0.882,0.378,-2.222,5.858
"OffensePersonnel_1 RB, 3 TE, 0 WR,1 DB",4.4741,1.984,2.255,0.024,0.585,8.363
